C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
				Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Tons	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	%	%	MWh	MWh	MWh	MWh	%	%	%	%	Euro/MWh	Euro/MWh	Euro/MWh	Euro/MWh	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Hours	Hours	Hours	Hours	%	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	Euro	Euro	 	 	 	 
	index	day	month	EXP	EXP	std	min	max	EXP	std	min	max	EXP	EXP	std	min	max	values	EXP	EXP	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	values	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max
	125	05	MAY	35442544	34709771	3860089	29829870	43247503	42.64	4.42	35.00	50.00	1132038	0	0	0	0	0	0	0	1130862	94021	986941	1274533	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	917334	40934	852282	978998	0	0	0	0	0	0	0	0	0	0	0	0	52061	71876	0	243350	0	0	0	0	18319	14249	0	38145	0	0	0	0	43.95	7.19	30.85	50.71	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	732772	569968	0	1525785	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	71554	1800000	2064000	966604	139490	668650	1139718	959390	135851	693631	1139718	0	0	0	0	1040	99	954	1294
	126	06	MAY	33071397	32725676	4123893	26953850	42240307	40.76	4.16	35.00	50.00	1085088	0	0	0	0	0	0	0	1072603	101398	928130	1254653	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	887666	60338	770110	964460	0	0	0	0	0	0	0	0	0	0	0	0	33147	62242	0	206406	0	0	0	0	8643	9962	0	30383	0	0	0	0	44.45	7.13	31.72	51.39	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	345721	398488	0	1215315	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	75895	1800000	2064000	1015187	140106	681594	1197890	1011030	138633	691586	1197890	0	0	0	0	1011	98	914	1263
	127	07	MAY	34869403	33878080	3008675	28410940	39766244	42.29	3.89	35.00	50.00	1127622	0	0	0	0	0	0	0	1122832	83214	1006108	1237606	143147	37997	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	924468	50444	811741	998141	0	0	0	0	0	0	0	0	0	0	0	0	30434	40745	0	140125	0	0	0	0	24783	16442	5313	55617	0	0	0	0	44.97	7.10	32.55	52.10	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	991324	657694	212520	2224685	0	0	0	0	0	0	0	0	0	0	0	0	0	1954667	63105	1824000	2040000	999765	116852	747875	1180259	982205	123951	712913	1163559	0	0	0	0	1016	50	960	1124
	128	08	MAY	39188211	37548628	3093598	32881261	43548127	45.76	3.59	38.12	50.00	1206993	0	0	0	0	0	0	0	1226036	66538	1091119	1336449	143147	37998	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	969755	28841	935486	1019253	0	0	0	0	0	0	0	0	0	0	0	0	72144	66665	2785	215763	0	0	0	0	40990	15291	20090	68437	0	0	0	0	45.28	7.05	33.13	52.66	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1639583	611643	803596	2737465	0	0	0	0	0	0	0	0	0	0	0	0	0	1965333	63442	1848000	2040000	923434	110098	696237	1077729	918834	107054	699421	1071392	0	0	0	0	1082	84	978	1278
	129	09	MAY	43352050	40049927	3123746	35655545	46183359	48.61	3.51	38.75	50.00	1243897	0	0	0	0	0	0	0	1320276	49158	1196529	1372660	143148	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	978586	38733	936000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	115988	78344	7667	268467	0	0	0	0	82553	18457	55079	117086	0	0	0	0	45.33	7.07	33.23	52.68	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	3302123	738280	2203146	4683458	0	0	0	0	0	0	0	0	0	0	0	0	0	1960000	68819	1824000	2064000	865426	113631	619533	1048556	873773	100776	660402	1032929	0	0	0	0	1154	103	1019	1356
	130	10	MAY	42623871	40147151	3621012	35008905	45770641	48.47	4.32	36.25	50.00	1244324	0	0	0	0	0	0	0	1301301	39082	1259167	1377336	143148	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	977639	28561	936000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	118596	76670	1051	243413	0	0	0	0	61918	19056	36238	92333	0	0	0	0	45.24	7.09	33.19	52.64	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2476720	762234	1449520	3693321	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	61738	1824000	2040000	853099	116745	620587	1040196	875997	102239	670778	1038954	0	0	0	0	1136	106	1010	1361
	131	11	MAY	38881009	37097723	3126148	33177384	41633698	46.11	3.86	37.50	50.00	1187581	0	0	0	0	0	0	0	1215226	56186	1145560	1321331	143148	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	951806	33758	910078	1031656	0	0	0	0	0	0	0	0	0	0	0	0	75690	57365	2010	160674	0	0	0	0	44582	12391	24644	62990	0	0	0	0	45.33	7.07	33.41	52.73	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1783285	495622	985759	2519618	0	0	0	0	0	0	0	0	0	0	0	0	0	1930667	49459	1848000	1992000	903170	102291	727326	1043016	907942	104783	707353	1060131	0	0	0	0	1063	65	973	1159
	132	12	MAY	34903234	34248094	2922739	30024095	38653643	42.92	4.60	35.00	50.00	1136786	0	0	0	0	0	0	0	1123645	66839	1028120	1250411	143148	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	930524	49253	857387	1029628	0	0	0	0	0	0	0	0	0	0	0	0	33595	31915	0	80834	0	0	0	0	16378	9563	2817	30978	0	0	0	0	45.66	7.10	33.84	53.15	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	655140	382527	112680	1239109	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	29454	1896000	1992000	985214	82536	873176	1110302	977130	88699	846805	1105672	0	0	0	0	1015	50	939	1109
	133	13	MAY	32325633	31931729	2926188	27442835	35890270	40.56	4.29	35.00	48.13	1073222	0	0	0	0	0	0	0	1057031	77327	949873	1178498	143148	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	884669	59963	784081	980949	0	0	0	0	0	0	0	0	0	0	0	0	19367	25141	0	80532	0	0	0	0	9848	8794	0	21664	0	0	0	0	46.15	7.10	34.69	53.85	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	393904	351741	0	866544	0	0	0	0	0	0	0	0	0	0	0	0	0	1944000	46648	1848000	2016000	1039965	116909	857078	1207919	1034192	121098	849279	1207919	0	0	0	0	988	40	935	1038
	134	14	MAY	33543695	33051236	2878814	28686485	37334037	41.67	3.44	35.00	46.25	1099298	0	0	0	0	0	0	0	1086745	72456	985720	1215378	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	900875	47705	817421	958082	0	0	0	0	0	0	0	0	0	0	0	0	30412	32718	0	95452	0	0	0	0	12311	6571	3652	23687	0	0	0	0	46.70	7.11	35.54	54.59	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	492459	262857	146080	947486	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	43818	1872000	2016000	1004713	94484	846221	1126778	996612	94776	854413	1119647	0	0	0	0	1000	46	913	1057
	135	15	MAY	38357129	36542675	3495650	30828533	41174923	46.11	4.36	36.25	50.00	1173367	0	0	0	0	0	0	0	1201997	78715	1084050	1328932	143146	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	942121	46550	839918	991822	0	0	0	0	0	0	0	0	0	0	0	0	71369	52904	572	168298	0	0	0	0	45361	14253	23529	64052	0	0	0	0	47.07	7.17	36.21	55.22	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1814455	570135	941149	2562082	0	0	0	0	0	0	0	0	0	0	0	0	0	1928000	64000	1800000	2016000	914510	87253	791702	1045003	901251	93810	758587	1035284	0	0	0	0	1060	90	917	1217
	136	16	MAY	41994533	39577153	3771770	33495323	43654090	47.99	4.64	35.00	50.00	1214387	0	0	0	0	0	0	0	1279531	64781	1179728	1360347	143146	38000	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	948027	41855	888000	1021677	0	0	0	0	0	0	0	0	0	0	0	0	127924	75573	0	217882	0	0	0	0	60435	15063	29457	91667	0	0	0	0	47.16	7.26	36.26	55.45	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2417380	602525	1178297	3666680	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	76269	1776000	2016000	841382	109742	634533	994323	856230	98449	674800	982882	0	0	0	0	1122	104	963	1302
	137	17	MAY	41585428	38978329	4076931	32751666	44264898	47.99	3.71	38.12	50.00	1200160	0	0	0	0	0	0	0	1269591	70434	1160831	1378619	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	939000	45375	861631	1008000	0	0	0	0	0	0	0	0	0	0	0	0	122267	80955	4542	230098	0	0	0	0	65177	11724	52622	90942	0	0	0	0	47.19	7.31	36.31	55.62	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2607099	468956	2104884	3637667	0	0	0	0	0	0	0	0	0	0	0	0	0	1898667	77929	1728000	1992000	837400	123793	598007	994147	855807	106167	662924	991176	0	0	0	0	1132	147	922	1329
	138	18	MAY	39367924	37366140	3989762	31332876	44475326	47.08	3.85	38.12	50.00	1170321	0	0	0	0	0	0	0	1218178	65758	1127085	1359168	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	925548	39625	858360	984000	0	0	0	0	0	0	0	0	0	0	0	0	99440	71243	3602	234307	0	0	0	0	50045	12381	31392	71040	0	0	0	0	47.26	7.40	36.38	55.91	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2001784	495221	1255693	2841603	0	0	0	0	0	0	0	0	0	0	0	0	0	1893333	71951	1728000	1968000	868346	106451	684308	1008828	875231	104115	686185	1016755	0	0	0	0	1052	90	895	1210
	139	19	MAY	34885915	34084102	3015774	29167365	39899711	43.68	4.93	35.00	50.00	1117723	0	0	0	0	0	0	0	1117456	63431	1015836	1260111	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	908608	42804	831389	972609	0	0	0	0	0	0	0	0	0	0	0	0	45656	45705	0	142794	0	0	0	0	20045	11981	3372	43857	0	0	0	0	47.55	7.44	36.80	56.32	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	801814	479249	134880	1754271	0	0	0	0	0	0	0	0	0	0	0	0	0	1904000	70654	1728000	1992000	949736	91590	795742	1111236	938734	101424	763199	1107864	0	0	0	0	993	60	899	1111
	140	20	MAY	32447275	32022213	3232606	25804170	38378176	40.69	4.14	35.00	48.75	1067254	0	0	0	0	0	0	0	1056905	74048	916962	1207730	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	875625	60911	737262	936693	0	0	0	0	0	0	0	0	0	0	0	0	27507	34367	0	112534	0	0	0	0	10627	7207	0	21980	0	0	0	0	48.03	7.47	37.53	56.94	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	425063	288296	0	879187	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	71056	1752000	1992000	1014202	104740	875075	1230738	1006423	108057	868517	1230738	0	0	0	0	983	44	912	1067
	141	21	MAY	34247931	33373627	3606389	25657116	38740072	43.12	5.06	35.00	50.00	1100150	0	0	0	0	0	0	0	1101579	92093	915085	1246863	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	897008	67616	733060	963401	0	0	0	0	0	0	0	0	0	0	0	0	39567	40145	0	119601	0	0	0	0	21858	14747	2325	53802	0	0	0	0	48.50	7.47	38.29	57.47	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	874303	589869	92981	2152063	0	0	0	0	0	0	0	0	0	0	0	0	0	1933333	61043	1800000	1992000	996758	118991	851432	1258940	987344	119863	842074	1256615	0	0	0	0	1000	46	912	1079
	142	22	MAY	37733541	35921192	3016348	29549208	39870326	45.76	5.59	35.00	50.00	1154137	0	0	0	0	0	0	0	1184988	70399	1054920	1269618	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	927029	49804	841774	1003400	0	0	0	0	0	0	0	0	0	0	0	0	69503	51339	0	142207	0	0	0	0	45309	16499	29111	80362	0	0	0	0	48.83	7.47	38.96	58.05	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1812349	659945	1164449	3214496	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	64000	1800000	1992000	939467	95938	786300	1124484	938330	94248	806233	1120829	0	0	0	0	1042	58	916	1127
	143	23	MAY	40317278	37939672	2995706	31956160	40736806	47.29	4.49	38.12	50.00	1189242	0	0	0	0	0	0	0	1243675	43617	1161700	1296186	143147	37999	77904	193824	0	0	0	0	0	0	0	0	0	0	0	0	940981	54271	840000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	100106	70401	2329	203019	0	0	0	0	59440	11535	45431	78184	0	0	0	0	48.94	7.42	39.41	58.32	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2377605	461418	1817253	3127362	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	65754	1776000	1992000	884245	93846	732981	1039856	905533	84100	783772	1051270	0	0	0	0	1075	76	913	1159
	144	24	MAY	39840973	37663368	2954580	32087287	40833778	46.32	4.67	38.12	50.00	1192877	0	0	0	0	0	0	0	1235821	39144	1146938	1278198	143146	37998	77904	193815	0	0	0	0	0	0	0	0	0	0	0	0	949893	55995	840000	1022790	0	0	0	0	0	0	0	0	0	0	0	0	88342	68767	4217	175150	0	0	0	0	54440	13793	32077	77243	0	0	0	0	49.04	7.51	39.56	58.52	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2177605	551730	1283092	3089701	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	62992	1824000	2016000	913765	92670	814951	1101028	921363	87723	805000	1090439	0	0	0	0	1082	89	945	1264
	145	25	MAY	36573527	34942247	2195312	31482025	38087583	43.89	5.45	35.00	50.00	1144392	0	0	0	0	0	0	0	1161652	36189	1114544	1225551	143146	37998	77904	193812	0	0	0	0	0	0	0	0	0	0	0	0	929596	52079	863496	1007659	0	0	0	0	0	0	0	0	0	0	0	0	48128	47047	0	140211	0	0	0	0	40782	8892	25212	55428	0	0	0	0	49.19	7.61	39.70	58.84	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1631280	355673	1008490	2217118	0	0	0	0	0	0	0	0	0	0	0	0	0	1946667	63442	1848000	2064000	968943	92787	843789	1162603	957218	90911	842505	1147379	0	0	0	0	1013	43	956	1094
	146	26	MAY	31973101	31497593	2283711	27308423	35528611	39.17	3.68	35.00	45.00	1068523	0	0	0	0	0	0	0	1050583	55377	982705	1128623	143147	37998	77904	193812	0	0	0	0	0	0	0	0	0	0	0	0	885323	53547	780241	962807	0	0	0	0	0	0	0	0	0	0	0	0	10226	15225	0	39831	0	0	0	0	11888	10416	0	32498	0	0	0	0	49.55	7.63	40.19	59.26	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	475508	416627	0	1299908	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	50315	1872000	2016000	1053785	69030	931423	1139759	1046858	72688	909289	1131107	0	0	0	0	976	47	878	1039
	147	27	MAY	29806711	29651273	2036410	25979259	32106340	36.46	2.08	35.00	40.00	1014934	0	0	0	0	0	0	0	993565	51273	927088	1072494	143146	37998	77904	193812	0	0	0	0	0	0	0	0	0	0	0	0	845025	57297	742265	917324	0	0	0	0	0	0	0	0	0	0	0	0	1508	2451	0	6850	0	0	0	0	3886	4083	0	12559	0	0	0	0	50.11	7.66	41.00	59.85	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	155438	163323	0	502351	0	0	0	0	0	0	0	0	0	0	0	0	0	1960000	43818	1872000	2016000	1113467	56160	1030939	1201735	1113785	56684	1026226	1196835	0	0	0	0	963	51	864	1051
	148	28	MAY	31264180	30880507	2234055	27055105	33571005	38.82	3.14	35.00	43.12	1053592	0	0	0	0	0	0	0	1033051	70000	936215	1151933	143147	37998	77904	193812	0	0	0	0	0	0	0	0	0	0	0	0	875675	61313	773003	948028	0	0	0	0	0	0	0	0	0	0	0	0	4638	6054	0	19164	0	0	0	0	9592	10522	0	32779	0	0	0	0	50.70	7.68	41.86	60.53	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	383673	420889	0	1311149	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	46342	1872000	2016000	1058354	63785	988908	1170997	1053868	66196	980528	1170997	0	0	0	0	961	47	877	1032
	149	29	MAY	34817377	33508900	1830668	30283295	35896730	42.71	3.32	35.00	47.50	1127275	0	0	0	0	0	0	0	1124947	54967	1073440	1222402	143147	37998	77904	193812	0	0	0	0	0	0	0	0	0	0	0	0	929702	44383	863974	986566	0	0	0	0	0	0	0	0	0	0	0	0	19386	18378	0	65016	0	0	0	0	32712	13364	14391	51728	0	0	0	0	51.17	7.63	42.70	61.03	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	1308477	534546	575640	2069105	0	0	0	0	0	0	0	0	0	0	0	0	0	1946667	57069	1824000	2016000	997578	67212	826243	1054763	986996	64102	827881	1049375	0	0	0	0	993	44	922	1049
	150	30	MAY	38183691	35479458	2366387	31538202	39106967	47.08	3.57	38.75	50.00	1159668	0	0	0	0	0	0	0	1202615	66233	1131757	1340316	143145	38000	77892	193812	0	0	0	0	0	0	0	0	0	0	0	0	940916	38971	888000	997653	0	0	0	0	0	0	0	0	0	0	0	0	50948	37781	3360	126939	0	0	0	0	67606	26511	34739	121431	0	0	0	0	51.29	7.57	43.26	60.91	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2704233	1060434	1389564	4857226	0	0	0	0	0	0	0	0	0	0	0	0	0	1925333	47703	1848000	1992000	933469	58725	785061	978825	934754	56448	794601	985915	0	0	0	0	1014	61	918	1121
	151	31	MAY	37956904	35644854	2438655	32203145	40088854	46.25	2.92	40.62	50.00	1163889	0	0	0	0	0	0	0	1196979	53209	1137273	1311858	143145	38000	77892	193812	0	0	0	0	0	0	0	0	0	0	0	0	943783	32433	890210	985459	0	0	0	0	0	0	0	0	0	0	0	0	52249	31735	19839	112977	0	0	0	0	57801	17823	39320	92921	0	0	0	0	51.33	7.59	43.30	60.75	64312	17072	35000	87079	0	0	0	0	40.00	0	40.00	40.00	2312050	712937	1572813	3716838	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	55426	1824000	1968000	915968	66647	760719	982407	935957	60477	790033	1003993	0	0	0	0	1020	57	939	1119
	152	01	JUN	35784856	33768156	1356558	31893276	35725856	44.31	2.35	40.00	48.13	1133839	0	0	0	0	0	0	0	1146918	45257	1077078	1222933	140899	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	934130	26049	898175	982008	0	0	0	0	0	0	0	0	0	0	0	0	21472	11717	7638	38570	0	0	0	0	50417	18959	14006	74047	0	0	0	0	51.53	7.61	43.63	60.88	79254	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	2016700	758352	560236	2961884	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	45412	1824000	1944000	951065	40136	882786	1007240	952533	39851	871909	1013450	0	0	0	0	981	32	928	1026
	153	02	JUN	31983438	31347270	1666648	29397037	34307800	39.72	2.38	35.00	43.75	1066428	0	0	0	0	0	0	0	1049233	41408	993796	1100665	140899	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	884949	39022	834458	937233	0	0	0	0	0	0	0	0	0	0	0	0	7481	9805	0	30093	0	0	0	0	15904	13408	0	43235	0	0	0	0	51.94	7.62	43.86	61.45	79254	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	636168	536308	0	1729394	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	71951	1800000	2016000	1024903	72110	926979	1142294	1020419	70704	917289	1142294	0	0	0	0	958	37	870	1000
	154	03	JUN	29750468	29564127	1254119	27579321	31351145	36.88	2.24	35.00	41.25	1012114	0	0	0	0	0	0	0	989664	26812	939719	1037020	140898	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	842749	34237	787981	895747	0	0	0	0	0	0	0	0	0	0	0	0	1358	2803	0	8624	0	0	0	0	4659	6086	0	19153	0	0	0	0	52.61	7.67	44.38	62.38	79254	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	186341	243430	0	766133	0	0	0	0	0	0	0	0	0	0	0	0	0	1906667	63105	1800000	1968000	1062559	58519	943123	1144685	1059370	60859	935099	1144685	0	0	0	0	948	37	864	984
	155	04	JUN	31017695	30293387	1381020	28117680	32255159	37.85	3.05	35.00	43.75	1033904	0	0	0	0	0	0	0	1022713	25609	985693	1073151	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	859466	33509	803362	913825	0	0	0	0	0	0	0	0	0	0	0	0	4241	9162	0	29073	0	0	0	0	18108	12961	1118	43915	0	0	0	0	53.29	7.67	45.04	63.32	79255	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	724309	518448	44720	1756609	0	0	0	0	0	0	0	0	0	0	0	0	0	1912000	55426	1824000	1992000	1048292	51273	984891	1140638	1046370	46077	983773	1117893	0	0	0	0	954	35	874	995
	156	05	JUN	34520732	32935755	1938403	31030668	36319418	41.25	5.50	35.00	50.00	1103102	0	0	0	0	0	0	0	1111496	44975	1042248	1171723	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	907529	28657	861899	950111	0	0	0	0	0	0	0	0	0	0	0	0	23445	30793	0	87658	0	0	0	0	39624	19227	10913	70712	0	0	0	0	53.84	7.63	45.62	63.92	79254	15157	53095	101896	0	0	0	0	40.00	0	40.00	40.00	1584977	769096	436520	2828496	0	0	0	0	0	0	0	0	0	0	0	0	0	1922667	44462	1848000	1968000	991693	59533	920342	1081409	990086	62362	901497	1080744	0	0	0	0	982	32	948	1036
	157	06	JUN	37847671	34781241	1963689	31831344	37949279	44.17	6.34	35.00	50.00	1137750	0	0	0	0	0	0	0	1190250	41906	1128860	1265402	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	923558	27484	864000	962974	0	0	0	0	0	0	0	0	0	0	0	0	49134	42615	0	110868	0	0	0	0	76661	25628	47328	131381	0	0	0	0	54.04	7.53	45.88	63.85	79255	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	3066430	1025111	1893137	5255240	0	0	0	0	0	0	0	0	0	0	0	0	0	1917333	42999	1848000	1968000	944641	62365	864944	1039626	949500	70149	855733	1069444	0	0	0	0	1006	40	960	1086
	158	07	JUN	37921994	35387557	2993083	32112992	41795175	43.19	6.75	35.00	50.00	1150064	0	0	0	0	0	0	0	1191015	64065	1107804	1299330	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	930018	20311	888000	954795	0	0	0	0	0	0	0	0	0	0	0	0	56739	69543	0	214304	0	0	0	0	63361	26118	15157	105110	0	0	0	0	54.11	7.54	45.72	63.76	79254	15157	53095	101896	0	0	0	0	40.00	0	40.00	40.00	2534436	1044714	606298	4204400	0	0	0	0	0	0	0	0	0	0	0	0	0	1933333	40966	1872000	1992000	946577	89590	769696	1074486	956235	75582	815098	1078371	0	0	0	0	1030	70	975	1208
	159	08	JUN	34176458	32974096	2937346	29238478	37025793	41.39	6.04	35.00	50.00	1086127	0	0	0	0	0	0	0	1095991	72706	1003441	1191394	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	885177	36156	835385	948364	0	0	0	0	0	0	0	0	0	0	0	0	39858	55227	0	135716	0	0	0	0	30059	18219	0	64962	0	0	0	0	54.44	7.63	45.77	64.28	79255	15157	53096	101896	0	0	0	0	40.00	0	40.00	40.00	1202362	728767	0	2598486	0	0	0	0	0	0	0	0	0	0	0	0	0	1920000	56569	1824000	1992000	994965	108504	824284	1156615	994044	99542	832394	1141968	0	0	0	0	990	29	938	1033
	160	09	JUN	29193790	28622491	3081610	24812038	33634993	38.12	4.43	35.00	45.00	967951	0	0	0	0	0	0	0	967815	82254	884383	1143791	140897	26948	94392	181152	0	0	0	0	0	0	0	0	0	0	0	0	800617	66296	708915	922015	0	0	0	0	0	0	0	0	0	0	0	0	12018	18575	0	54409	0	0	0	0	14282	15583	0	52287	0	0	0	0	54.99	7.75	46.04	65.22	79254	15157	53095	101896	0	0	0	0	40.00	0	40.00	40.00	571299	623317	0	2091465	0	0	0	0	0	0	0	0	0	0	0	0	0	1920000	69742	1824000	2016000	1107365	145176	893770	1297536	1101947	141785	898019	1289609	0	0	0	0	956	27	900	984
