216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
216	105	422
