C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
					Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	MWh	MWh	%	%	Euro/MWh	Euro/MWh	Euro	Euro	MWh	MWh	MWh	MWh	Hours	Hours	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	 	 
	index	day	month	hour	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max
	7649	15	NOV	16:00	1	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	5	2	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	2	5	2	3	1	1	3	5
	7650	15	NOV	17:00	6	5	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	5	1	1	3	4	1	1	8	4	8	5	1	1	3	1	3	7	1	1	1	1	1	1	6	4	5	4	2	3	1	1	3	5
	7651	15	NOV	18:00	3	5	3	5	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	8	1	1	1	8	4	8	5	1	1	3	1	8	1	1	1	1	1	1	1	6	4	5	3	9	3	1	1	3	5
	7652	15	NOV	19:00	6	1	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	4	1	1	1	3	4	1	1	8	4	8	5	1	1	3	1	3	5	1	1	1	1	1	1	6	4	1	4	5	3	1	1	3	5
	7653	15	NOV	20:00	7	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	7	5	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	6	4	5	7	5	3	1	1	3	5
	7654	15	NOV	21:00	3	1	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	1	1	1	7	3	1	1	8	4	8	5	1	1	3	1	7	5	1	1	1	1	1	1	6	4	1	3	2	3	1	1	3	5
	7655	15	NOV	22:00	3	5	3	7	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	6	3	1	1	8	4	8	5	1	1	3	1	6	8	1	1	1	1	1	1	6	4	5	3	2	3	1	1	3	5
	7656	15	NOV	23:00	3	5	3	2	1	1	3	5	8	5	1	1	1	1	1	1	6	4	1	1	1	1	1	1	3	5	1	1	4	3	1	1	8	4	8	5	1	1	3	1	4	3	1	1	1	1	1	1	6	4	5	3	9	3	1	1	3	5
	7657	16	NOV	00:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	1	4	1	1	8	4	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	2	1	3	2	3	1	1	3	5
	7658	16	NOV	01:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	6	1	1	1	1	1	1	1	2	1	3	2	3	1	1	3	5
	7659	16	NOV	02:00	6	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	6	9	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	2	1	6	2	3	1	1	3	5
	7660	16	NOV	03:00	8	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	8	9	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	1	2	9	3	9	3	1	1	3	5
	7661	16	NOV	04:00	3	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	2	1	1	2	5	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	2	2	3	9	3	1	1	3	5
	7662	16	NOV	05:00	4	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	9	1	1	3	4	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	1	2	9	4	9	3	1	1	3	5
	7663	16	NOV	06:00	7	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	2	1	3	1	3	1	1	3	5
	7664	16	NOV	07:00	4	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	2	1	4	1	3	1	1	3	5
	7665	16	NOV	08:00	7	2	3	9	1	1	3	9	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	7	9	1	1	2	7	1	1	8	4	8	5	1	1	3	1	2	7	1	1	1	1	1	1	1	2	9	7	9	3	1	1	3	5
	7666	16	NOV	09:00	3	2	3	9	1	1	3	9	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	2	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	2	2	3	9	3	1	1	3	5
	7667	16	NOV	10:00	4	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	9	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	2	9	4	9	3	1	1	3	5
	7668	16	NOV	11:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	4	7	1	1	8	4	8	5	1	1	3	1	4	7	1	1	1	1	1	1	1	2	9	3	9	3	1	1	3	5
	7669	16	NOV	12:00	5	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	5	9	1	1	2	5	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	2	9	7	2	3	1	1	3	5
	7670	16	NOV	13:00	3	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	2	7	1	1	8	4	8	5	1	1	3	1	2	7	1	1	1	1	1	1	1	2	9	3	2	3	1	1	3	5
	7671	16	NOV	14:00	3	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	9	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	8	1	1	1	1	1	1	1	2	1	3	2	3	1	1	3	5
	7672	16	NOV	15:00	6	9	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	2	5	4	2	3	1	1	3	5
	7673	16	NOV	16:00	6	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	6	7	1	1	1	9	1	1	8	4	8	5	1	1	3	1	1	9	1	1	1	1	1	1	1	2	5	6	2	3	1	1	3	5
	7674	16	NOV	17:00	8	2	3	7	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	1	4	1	1	8	4	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	2	5	4	2	3	1	1	3	5
	7675	16	NOV	18:00	3	7	3	7	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	7	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	2	1	3	2	3	1	1	3	5
	7676	16	NOV	19:00	1	2	3	7	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	1	1	2	5	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	2	7	9	2	3	1	1	3	5
	7677	16	NOV	20:00	9	2	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	9	2	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	2	1	9	2	3	1	1	3	5
	7678	16	NOV	21:00	3	5	3	7	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	2	5	3	2	3	1	1	3	5
	7679	16	NOV	22:00	4	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	5	1	1	2	4	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	2	5	4	2	3	1	1	3	5
	7680	16	NOV	23:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	5	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	3	1	1	1	1	1	1	1	2	5	3	2	3	1	1	3	5
	7681	17	NOV	00:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	5	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	5	3	2	6	1	1	3	5
	7682	17	NOV	01:00	3	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	5	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	5	3	5	6	1	1	3	5
	7683	17	NOV	02:00	4	2	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	7	4	5	6	1	1	3	5
	7684	17	NOV	03:00	1	5	3	9	1	1	1	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	5	1	1	2	7	1	1	8	4	8	5	1	1	3	1	2	7	1	1	1	1	1	1	1	3	5	1	5	6	1	1	3	5
	7685	17	NOV	04:00	6	5	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	6	5	1	1	2	1	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	3	5	6	5	6	1	1	3	5
	7686	17	NOV	05:00	3	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	5	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	8	1	1	1	1	1	1	1	3	5	3	5	6	1	1	3	5
	7687	17	NOV	06:00	3	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	7	1	1	4	5	1	1	8	4	8	5	1	1	3	1	4	5	1	1	1	1	1	1	1	3	7	3	5	6	1	1	3	5
	7688	17	NOV	07:00	3	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	5	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	3	1	1	1	1	1	1	1	3	5	3	5	6	1	1	3	5
	7689	17	NOV	08:00	6	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	6	5	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	5	6	5	6	1	1	3	5
	7690	17	NOV	09:00	6	7	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	7	6	5	6	1	1	3	5
	7691	17	NOV	10:00	4	5	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	5	4	5	6	1	1	3	5
	7692	17	NOV	11:00	5	7	3	9	1	1	1	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	5	7	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	7	5	7	6	1	1	3	5
	7693	17	NOV	12:00	2	7	3	9	1	1	1	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	7	1	1	1	8	1	1	8	4	8	5	1	1	3	1	1	8	1	1	1	1	1	1	1	3	7	8	5	6	1	1	3	5
	7694	17	NOV	13:00	1	7	3	9	1	1	1	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	7	1	1	2	1	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	3	7	1	5	6	1	1	3	5
	7695	17	NOV	14:00	4	2	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	2	3	5	6	1	1	3	5
	7696	17	NOV	15:00	3	7	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	7	1	1	1	3	1	1	8	4	8	5	1	1	3	1	1	3	1	1	1	1	1	1	1	3	7	3	2	6	1	1	3	5
	7697	17	NOV	16:00	3	7	3	9	1	1	6	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	3	7	1	1	2	3	1	1	8	4	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	3	7	3	2	3	1	1	3	5
	7698	17	NOV	17:00	5	1	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	5	1	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	1	3	2	3	1	1	3	5
	7699	17	NOV	18:00	7	2	3	9	1	1	3	7	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	7	1	1	1	1	7	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	1	8	2	3	1	1	3	5
	7700	17	NOV	19:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	2	5	1	1	8	4	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	3	7	4	2	3	1	1	4	5
	7701	17	NOV	20:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	3	7	4	2	3	1	1	4	5
	7702	17	NOV	21:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	3	7	4	2	3	1	1	4	5
	7703	17	NOV	22:00	4	7	3	9	1	1	4	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	7	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	3	7	4	2	3	1	1	4	5
	7704	17	NOV	23:00	4	8	3	9	1	1	4	5	8	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	3	5	4	2	4	1	1	4	5
	7705	18	NOV	00:00	6	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	7	1	1	1	6	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	1	6	7	6	2	6	1	1	4	8
	7706	18	NOV	01:00	1	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	9	7	1	1	2	9	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	6	7	1	7	6	1	1	4	8
	7707	18	NOV	02:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	7	4	7	6	1	1	4	8
	7708	18	NOV	03:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	6	7	4	7	6	1	1	4	8
	7709	18	NOV	04:00	3	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	7	6	9	6	1	1	4	8
	7710	18	NOV	05:00	4	7	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	1	6	9	4	9	6	1	1	4	8
	7711	18	NOV	06:00	4	7	3	9	1	1	3	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	1	6	9	6	9	6	1	1	4	8
	7712	18	NOV	07:00	4	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	6	9	4	9	6	1	1	4	8
	7713	18	NOV	08:00	4	5	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	5	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	1	6	9	4	9	6	1	1	4	8
	7714	18	NOV	09:00	7	5	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	1	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	6	1	7	1	6	1	1	4	8
	7715	18	NOV	10:00	5	2	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	3	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	6	2	5	9	6	1	1	4	8
	7716	18	NOV	11:00	5	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	9	5	9	6	1	1	4	8
	7717	18	NOV	12:00	3	5	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	1	6	1	3	9	6	1	1	4	8
	7718	18	NOV	13:00	7	8	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	5	1	1	3	7	1	1	8	9	8	5	1	1	3	1	3	7	1	1	1	1	1	1	1	6	8	6	9	6	1	1	4	8
	7719	18	NOV	14:00	4	1	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	6	1	4	9	6	1	1	4	8
	7720	18	NOV	15:00	3	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	9	3	9	6	1	1	4	8
	7721	18	NOV	16:00	4	9	3	9	1	1	2	9	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	9	6	9	6	1	1	4	8
	7722	18	NOV	17:00	7	1	3	9	1	1	2	4	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	1	1	1	1	7	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	6	4	7	9	6	1	1	3	8
	7723	18	NOV	18:00	7	9	3	9	1	1	7	4	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	7	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	1	6	9	7	9	3	1	1	3	8
	7724	18	NOV	19:00	5	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	9	5	9	3	1	1	3	8
	7725	18	NOV	20:00	5	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	9	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	9	5	9	3	1	1	3	8
	7726	18	NOV	21:00	4	1	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	1	6	1	5	9	3	1	1	3	8
	7727	18	NOV	22:00	4	1	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	1	6	1	4	9	6	1	1	3	8
	7728	18	NOV	23:00	3	9	3	9	1	1	2	6	8	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	9	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	1	6	9	3	9	2	1	1	3	8
	7729	19	NOV	00:00	4	5	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	5	1	1	2	4	1	1	8	9	8	5	1	1	3	1	2	1	1	1	1	1	1	1	9	5	6	4	9	7	1	1	3	8
	7730	19	NOV	01:00	3	1	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	1	1	1	1	9	1	1	8	4	8	5	1	1	3	1	1	7	1	1	1	1	1	1	9	5	1	3	9	7	1	1	3	8
	7731	19	NOV	02:00	7	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	9	1	1	1	5	1	1	8	4	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	9	5	9	3	1	1	3	8
	7732	19	NOV	03:00	7	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	9	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	9	5	9	7	9	4	1	1	3	8
	7733	19	NOV	04:00	4	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	9	4	9	6	1	1	3	8
	7734	19	NOV	05:00	4	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	9	5	9	4	9	7	1	1	3	8
	7735	19	NOV	06:00	3	9	3	9	1	1	2	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	3	9	1	1	1	3	1	1	8	9	8	5	1	1	3	1	1	3	1	1	1	1	1	1	9	5	9	3	9	6	1	1	3	8
	7736	19	NOV	07:00	2	1	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	2	1	1	1	1	2	1	1	8	9	8	5	1	1	3	1	1	2	1	1	1	1	1	1	9	5	9	2	9	7	1	1	3	8
	7737	19	NOV	08:00	5	1	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	5	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	9	5	9	7	1	1	3	8
	7738	19	NOV	09:00	8	9	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	8	9	1	1	1	8	1	1	8	9	8	5	1	1	3	1	1	8	1	1	1	1	1	1	9	5	9	8	9	7	1	1	3	8
	7739	19	NOV	10:00	4	9	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	9	4	9	7	1	1	3	8
	7740	19	NOV	11:00	7	1	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	1	1	1	1	5	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	1	7	9	7	1	1	3	8
	7741	19	NOV	12:00	4	9	3	9	1	1	7	5	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	9	5	9	4	9	7	1	1	3	8
	7742	19	NOV	13:00	7	1	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	1	1	1	1	9	1	1	8	9	8	5	1	1	3	1	1	7	1	1	1	1	1	1	9	5	1	7	9	7	1	1	3	8
	7743	19	NOV	14:00	4	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	9	5	9	3	9	7	1	1	3	8
	7744	19	NOV	15:00	2	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	2	9	1	1	1	2	1	1	8	9	8	5	1	1	3	1	1	2	1	1	1	1	1	1	9	5	9	2	9	7	1	1	3	8
	7745	19	NOV	16:00	7	8	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	7	8	1	1	2	5	1	1	8	9	8	5	1	1	3	1	2	5	1	1	1	1	1	1	9	5	8	7	9	7	1	1	3	8
	7746	19	NOV	17:00	6	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	6	9	1	1	3	1	1	1	8	4	8	5	1	1	3	1	3	1	1	1	1	1	1	1	9	5	9	6	9	7	1	1	3	8
	7747	19	NOV	18:00	4	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	9	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	5	1	1	1	1	1	1	9	5	9	5	9	7	1	1	3	8
	7748	19	NOV	19:00	4	1	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	4	1	1	1	1	4	1	1	8	9	8	5	1	1	3	1	1	4	1	1	1	1	1	1	9	5	2	4	9	7	1	1	3	8
	7749	19	NOV	20:00	6	9	3	9	1	1	7	9	8	5	1	1	1	1	1	1	1	8	1	1	1	1	1	1	6	9	1	1	1	6	1	1	8	9	8	5	1	1	3	1	1	6	1	1	1	1	1	1	9	5	9	6	9	7	1	1	3	8
