C	area	de	hourly
	VARIABLES	BEGIN	END
	9	1	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
					MWh	MWh	MWh	NP Cost - Euro	NP Cost - Euro	NP Cost - Euro	NODU	NODU	NODU
	index	day	month	hour	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
	7339	02	NOV	18:00	40417	18617	0	0	0	0	40	22	0
	7340	02	NOV	19:00	40417	19226	0	0	0	0	40	22	0
	7341	02	NOV	20:00	40417	18785	0	0	0	0	40	21	0
	7342	02	NOV	21:00	40417	18816	0	0	0	0	40	21	0
	7343	02	NOV	22:00	40417	17873	0	0	0	0	40	20	0
	7344	02	NOV	23:00	40417	16206	0	0	0	0	40	20	0
	7345	03	NOV	00:00	40500	12622	0	0	0	0	41	19	0
	7346	03	NOV	01:00	40500	10818	0	0	0	0	41	19	0
	7347	03	NOV	02:00	40500	9505	0	0	0	0	41	18	0
	7348	03	NOV	03:00	40500	8803	0	0	0	0	41	18	0
	7349	03	NOV	04:00	40500	7246	0	0	0	0	41	18	0
	7350	03	NOV	05:00	40500	5910	0	0	0	0	41	18	0
	7351	03	NOV	06:00	40500	7371	0	0	0	0	41	18	0
	7352	03	NOV	07:00	40500	7253	0	0	0	0	41	18	0
	7353	03	NOV	08:00	40464	6078	0	0	0	0	41	18	0
	7354	03	NOV	09:00	40467	7378	0	0	0	0	41	18	0
	7355	03	NOV	10:00	40500	6608	0	0	0	0	41	18	0
	7356	03	NOV	11:00	40500	8321	0	0	0	0	41	19	0
	7357	03	NOV	12:00	40500	10444	0	0	0	0	41	18	0
	7358	03	NOV	13:00	40500	11060	0	0	0	0	41	18	0
	7359	03	NOV	14:00	40500	12534	0	0	0	0	41	18	0
	7360	03	NOV	15:00	40500	13236	0	0	0	0	41	19	0
	7361	03	NOV	16:00	40500	15232	0	0	0	0	41	19	0
	7362	03	NOV	17:00	40500	15039	0	0	0	0	41	19	0
	7363	03	NOV	18:00	40500	16024	0	0	0	0	41	19	0
	7364	03	NOV	19:00	40500	14902	0	0	0	0	41	19	0
	7365	03	NOV	20:00	40500	15861	0	0	0	0	41	19	0
	7366	03	NOV	21:00	40500	14969	0	0	0	0	41	19	0
	7367	03	NOV	22:00	40500	15517	0	0	0	0	41	18	0
	7368	03	NOV	23:00	40500	13164	0	0	0	0	41	16	0
	7369	04	NOV	00:00	40583	10320	0	0	0	0	41	15	0
	7370	04	NOV	01:00	40583	8639	0	0	0	0	41	14	0
	7371	04	NOV	02:00	40583	7034	0	0	0	0	41	14	0
	7372	04	NOV	03:00	40573	7038	0	0	0	0	41	14	0
	7373	04	NOV	04:00	40474	5210	0	0	0	0	41	13	0
	7374	04	NOV	05:00	40448	5374	0	0	0	0	41	12	0
	7375	04	NOV	06:00	40397	4522	0	0	0	0	41	11	0
	7376	04	NOV	07:00	40427	3772	0	0	0	0	41	11	0
	7377	04	NOV	08:00	40426	5337	0	0	0	0	41	12	0
	7378	04	NOV	09:00	40457	5563	0	0	0	0	41	13	0
	7379	04	NOV	10:00	40567	5887	0	0	0	0	41	13	0
	7380	04	NOV	11:00	40583	6498	0	0	0	0	41	13	0
	7381	04	NOV	12:00	40583	8010	0	0	0	0	41	14	0
	7382	04	NOV	13:00	40583	8865	0	0	0	0	41	15	0
	7383	04	NOV	14:00	40583	10503	0	0	0	0	41	15	0
	7384	04	NOV	15:00	40583	11200	0	0	0	0	41	16	0
	7385	04	NOV	16:00	40583	11908	0	0	0	0	41	17	0
	7386	04	NOV	17:00	40583	13544	0	0	0	0	41	18	0
	7387	04	NOV	18:00	40583	13637	0	0	0	0	41	18	0
	7388	04	NOV	19:00	40583	14624	0	0	0	0	41	18	0
	7389	04	NOV	20:00	40583	13313	0	0	0	0	41	18	0
	7390	04	NOV	21:00	40583	14103	0	0	0	0	41	18	0
	7391	04	NOV	22:00	40583	13542	0	0	0	0	41	18	0
	7392	04	NOV	23:00	40583	10810	0	0	0	0	41	17	0
	7393	05	NOV	00:00	40667	12899	0	0	0	0	41	17	0
	7394	05	NOV	01:00	40667	12351	0	0	0	0	41	17	0
	7395	05	NOV	02:00	40667	9920	0	0	0	0	41	16	0
	7396	05	NOV	03:00	40667	7547	0	0	0	0	41	15	0
	7397	05	NOV	04:00	40667	7332	0	0	0	0	41	15	0
	7398	05	NOV	05:00	40667	5891	0	0	0	0	41	15	0
	7399	05	NOV	06:00	40667	6996	0	0	0	0	41	15	0
	7400	05	NOV	07:00	40667	5982	0	0	0	0	41	15	0
	7401	05	NOV	08:00	40667	6864	0	0	0	0	41	15	0
	7402	05	NOV	09:00	40667	5987	0	0	0	0	41	15	0
	7403	05	NOV	10:00	40667	7999	0	0	0	0	41	15	0
	7404	05	NOV	11:00	40667	9628	0	0	0	0	41	16	0
	7405	05	NOV	12:00	40667	9985	0	0	0	0	41	17	0
	7406	05	NOV	13:00	40667	12448	0	0	0	0	41	17	0
	7407	05	NOV	14:00	40667	13041	0	0	0	0	41	17	0
	7408	05	NOV	15:00	40667	14009	0	0	0	0	41	18	0
	7409	05	NOV	16:00	40667	14540	0	0	0	0	41	18	0
	7410	05	NOV	17:00	40667	15829	0	0	0	0	41	18	0
	7411	05	NOV	18:00	40667	14267	0	0	0	0	41	19	0
	7412	05	NOV	19:00	40667	14891	0	0	0	0	41	19	0
	7413	05	NOV	20:00	40667	16440	0	0	0	0	41	19	0
	7414	05	NOV	21:00	40667	15006	0	0	0	0	41	19	0
	7415	05	NOV	22:00	40667	14680	0	0	0	0	41	19	0
	7416	05	NOV	23:00	40667	13522	0	0	0	0	41	19	0
	7417	06	NOV	00:00	40917	16085	0	0	0	0	41	20	0
	7418	06	NOV	01:00	40917	15858	0	0	0	0	41	20	0
	7419	06	NOV	02:00	40917	14243	0	0	0	0	41	20	0
	7420	06	NOV	03:00	40917	12969	0	0	0	0	41	20	0
	7421	06	NOV	04:00	40917	11654	0	0	0	0	41	20	0
	7422	06	NOV	05:00	40917	10154	0	0	0	0	41	20	0
	7423	06	NOV	06:00	40917	10361	0	0	0	0	41	20	0
	7424	06	NOV	07:00	40917	9238	0	0	0	0	41	20	0
	7425	06	NOV	08:00	40917	9786	0	0	0	0	41	20	0
	7426	06	NOV	09:00	40917	12110	0	0	0	0	41	20	0
	7427	06	NOV	10:00	40917	12895	0	0	0	0	41	20	0
	7428	06	NOV	11:00	40917	13346	0	0	0	0	41	20	0
	7429	06	NOV	12:00	40917	15094	0	0	0	0	41	20	0
	7430	06	NOV	13:00	40917	14740	0	0	0	0	41	20	0
	7431	06	NOV	14:00	40917	15198	0	0	0	0	41	20	0
	7432	06	NOV	15:00	40917	16082	0	0	0	0	41	21	0
	7433	06	NOV	16:00	40917	18171	0	0	0	0	41	21	0
	7434	06	NOV	17:00	40917	17435	0	0	0	0	41	22	0
	7435	06	NOV	18:00	40917	18675	0	0	0	0	41	22	0
	7436	06	NOV	19:00	40917	18039	0	0	0	0	41	22	0
	7437	06	NOV	20:00	40917	19770	0	0	0	0	41	22	0
	7438	06	NOV	21:00	40917	18951	0	0	0	0	41	22	0
	7439	06	NOV	22:00	40917	18365	0	0	0	0	41	22	0
	7440	06	NOV	23:00	40917	16998	0	0	0	0	41	22	0
	7441	07	NOV	00:00	41083	19517	0	0	0	0	41	22	0
	7442	07	NOV	01:00	41083	17826	0	0	0	0	41	22	0
	7443	07	NOV	02:00	41083	16552	0	0	0	0	41	22	0
	7444	07	NOV	03:00	41083	15786	0	0	0	0	41	22	0
	7445	07	NOV	04:00	41083	16742	0	0	0	0	41	22	0
	7446	07	NOV	05:00	41083	15127	0	0	0	0	41	22	0
	7447	07	NOV	06:00	41083	13758	0	0	0	0	41	22	0
	7448	07	NOV	07:00	41083	13878	0	0	0	0	41	22	0
	7449	07	NOV	08:00	41083	12925	0	0	0	0	41	22	0
	7450	07	NOV	09:00	41083	12577	0	0	0	0	41	22	0
	7451	07	NOV	10:00	41083	14512	0	0	0	0	41	22	0
	7452	07	NOV	11:00	41083	16597	0	0	0	0	41	22	0
	7453	07	NOV	12:00	41083	16776	0	0	0	0	41	22	0
	7454	07	NOV	13:00	41083	17963	0	0	0	0	41	22	0
	7455	07	NOV	14:00	41083	19667	0	0	0	0	41	23	0
	7456	07	NOV	15:00	41083	19742	0	0	0	0	41	23	0
	7457	07	NOV	16:00	41083	22066	0	0	0	0	41	23	0
	7458	07	NOV	17:00	41083	21636	0	0	0	0	41	24	0
	7459	07	NOV	18:00	41083	22689	0	0	0	0	41	25	0
	7460	07	NOV	19:00	41083	21675	0	0	0	0	41	25	0
	7461	07	NOV	20:00	41083	22602	0	0	0	0	41	25	0
	7462	07	NOV	21:00	41083	21789	0	0	0	0	41	25	0
	7463	07	NOV	22:00	41083	20958	0	0	0	0	41	25	0
	7464	07	NOV	23:00	41083	20341	0	0	0	0	41	25	0
	7465	08	NOV	00:00	40833	18353	0	0	0	0	41	25	0
	7466	08	NOV	01:00	40833	18601	0	0	0	0	41	25	0
	7467	08	NOV	02:00	40833	16553	0	0	0	0	41	25	0
	7468	08	NOV	03:00	40833	16322	0	0	0	0	41	25	0
	7469	08	NOV	04:00	40833	14615	0	0	0	0	41	25	0
	7470	08	NOV	05:00	40833	16054	0	0	0	0	41	25	0
	7471	08	NOV	06:00	40833	12570	0	0	0	0	41	25	0
	7472	08	NOV	07:00	40833	13194	0	0	0	0	41	25	0
	7473	08	NOV	08:00	40833	13973	0	0	0	0	41	25	0
	7474	08	NOV	09:00	40833	14201	0	0	0	0	41	25	0
	7475	08	NOV	10:00	40833	15028	0	0	0	0	41	25	0
	7476	08	NOV	11:00	40833	15601	0	0	0	0	41	25	0
	7477	08	NOV	12:00	40833	17746	0	0	0	0	41	25	0
	7478	08	NOV	13:00	40833	19785	0	0	0	0	41	25	0
	7479	08	NOV	14:00	40833	20328	0	0	0	0	41	25	0
	7480	08	NOV	15:00	40833	21154	0	0	0	0	41	25	0
	7481	08	NOV	16:00	40833	21172	0	0	0	0	41	25	0
	7482	08	NOV	17:00	40833	23984	0	0	0	0	41	25	0
	7483	08	NOV	18:00	40833	24270	0	0	0	0	41	25	0
	7484	08	NOV	19:00	40833	23430	0	0	0	0	41	25	0
	7485	08	NOV	20:00	40833	22567	0	0	0	0	41	25	0
	7486	08	NOV	21:00	40833	23073	0	0	0	0	41	25	0
	7487	08	NOV	22:00	40833	22184	0	0	0	0	41	25	0
	7488	08	NOV	23:00	40833	20515	0	0	0	0	41	24	0
	7489	09	NOV	00:00	40667	16549	0	0	0	0	41	24	0
	7490	09	NOV	01:00	40667	14859	0	0	0	0	41	23	0
	7491	09	NOV	02:00	40667	14623	0	0	0	0	41	23	0
	7492	09	NOV	03:00	40667	12149	0	0	0	0	41	23	0
	7493	09	NOV	04:00	40667	11104	0	0	0	0	41	23	0
	7494	09	NOV	05:00	40667	10604	0	0	0	0	41	23	0
	7495	09	NOV	06:00	40667	9498	0	0	0	0	41	23	0
	7496	09	NOV	07:00	40667	9597	0	0	0	0	41	23	0
	7497	09	NOV	08:00	40667	10521	0	0	0	0	41	23	0
	7498	09	NOV	09:00	40667	11153	0	0	0	0	41	23	0
	7499	09	NOV	10:00	40667	13521	0	0	0	0	41	23	0
	7500	09	NOV	11:00	40667	10907	0	0	0	0	41	23	0
	7501	09	NOV	12:00	40667	13690	0	0	0	0	41	23	0
	7502	09	NOV	13:00	40667	14504	0	0	0	0	41	23	0
	7503	09	NOV	14:00	40667	16178	0	0	0	0	41	24	0
	7504	09	NOV	15:00	40667	17645	0	0	0	0	41	24	0
	7505	09	NOV	16:00	40667	19057	0	0	0	0	41	24	0
	7506	09	NOV	17:00	40667	18898	0	0	0	0	41	24	0
	7507	09	NOV	18:00	40667	20463	0	0	0	0	41	24	0
	7508	09	NOV	19:00	40667	20074	0	0	0	0	41	24	0
	7509	09	NOV	20:00	40667	20533	0	0	0	0	41	24	0
	7510	09	NOV	21:00	40667	21327	0	0	0	0	41	24	0
	7511	09	NOV	22:00	40667	19032	0	0	0	0	41	24	0
	7512	09	NOV	23:00	40667	18295	0	0	0	0	41	23	0
	7513	10	NOV	00:00	40167	11932	0	0	0	0	40	23	0
	7514	10	NOV	01:00	40167	13656	0	0	0	0	40	23	0
	7515	10	NOV	02:00	40167	10645	0	0	0	0	40	23	0
	7516	10	NOV	03:00	40167	11347	0	0	0	0	40	23	0
	7517	10	NOV	04:00	40167	7373	0	0	0	0	40	23	0
	7518	10	NOV	05:00	40167	7550	0	0	0	0	40	23	0
	7519	10	NOV	06:00	40167	8031	0	0	0	0	40	22	0
	7520	10	NOV	07:00	40167	8561	0	0	0	0	40	22	0
	7521	10	NOV	08:00	40167	7725	0	0	0	0	40	23	0
	7522	10	NOV	09:00	40167	8506	0	0	0	0	40	23	0
	7523	10	NOV	10:00	40167	8414	0	0	0	0	40	23	0
	7524	10	NOV	11:00	40167	10094	0	0	0	0	40	23	0
	7525	10	NOV	12:00	40167	11603	0	0	0	0	40	23	0
	7526	10	NOV	13:00	40167	12893	0	0	0	0	40	23	0
	7527	10	NOV	14:00	40167	12608	0	0	0	0	40	23	0
	7528	10	NOV	15:00	40167	14437	0	0	0	0	40	23	0
	7529	10	NOV	16:00	40167	16554	0	0	0	0	40	23	0
	7530	10	NOV	17:00	40167	16720	0	0	0	0	40	23	0
	7531	10	NOV	18:00	40167	16821	0	0	0	0	40	23	0
	7532	10	NOV	19:00	40167	16510	0	0	0	0	40	23	0
	7533	10	NOV	20:00	40167	16137	0	0	0	0	40	23	0
	7534	10	NOV	21:00	40167	14007	0	0	0	0	40	23	0
	7535	10	NOV	22:00	40167	14976	0	0	0	0	40	23	0
	7536	10	NOV	23:00	40167	13779	0	0	0	0	40	23	0
	7537	11	NOV	00:00	40167	11381	0	0	0	0	40	22	0
	7538	11	NOV	01:00	40167	11091	0	0	0	0	40	22	0
	7539	11	NOV	02:00	40167	9908	0	0	0	0	40	22	0
	7540	11	NOV	03:00	40167	8487	0	0	0	0	40	22	0
	7541	11	NOV	04:00	40167	7054	0	0	0	0	40	22	0
	7542	11	NOV	05:00	40167	4887	0	0	0	0	40	21	0
	7543	11	NOV	06:00	40167	6215	0	0	0	0	40	21	0
	7544	11	NOV	07:00	40167	6531	0	0	0	0	40	21	0
	7545	11	NOV	08:00	40167	5884	0	0	0	0	40	21	0
	7546	11	NOV	09:00	40167	6868	0	0	0	0	40	21	0
	7547	11	NOV	10:00	40167	7293	0	0	0	0	40	22	0
	7548	11	NOV	11:00	40167	9508	0	0	0	0	40	22	0
	7549	11	NOV	12:00	40167	8376	0	0	0	0	40	22	0
	7550	11	NOV	13:00	40167	10552	0	0	0	0	40	22	0
	7551	11	NOV	14:00	40167	11763	0	0	0	0	40	22	0
	7552	11	NOV	15:00	40167	13449	0	0	0	0	40	23	0
	7553	11	NOV	16:00	40167	13563	0	0	0	0	40	23	0
	7554	11	NOV	17:00	40167	15678	0	0	0	0	40	23	0
	7555	11	NOV	18:00	40167	16593	0	0	0	0	40	23	0
	7556	11	NOV	19:00	40167	15465	0	0	0	0	40	23	0
	7557	11	NOV	20:00	40167	14665	0	0	0	0	40	23	0
	7558	11	NOV	21:00	40167	16337	0	0	0	0	40	23	0
	7559	11	NOV	22:00	40167	14727	0	0	0	0	40	23	0
	7560	11	NOV	23:00	40167	13640	0	0	0	0	40	23	0
	7561	12	NOV	00:00	39750	14648	0	0	0	0	40	23	0
	7562	12	NOV	01:00	39750	12536	0	0	0	0	40	23	0
	7563	12	NOV	02:00	39750	11489	0	0	0	0	40	23	0
	7564	12	NOV	03:00	39750	10114	0	0	0	0	40	23	0
	7565	12	NOV	04:00	39750	8181	0	0	0	0	40	23	0
	7566	12	NOV	05:00	39750	8209	0	0	0	0	40	23	0
	7567	12	NOV	06:00	39750	7970	0	0	0	0	40	23	0
	7568	12	NOV	07:00	39750	7885	0	0	0	0	40	23	0
	7569	12	NOV	08:00	39750	8299	0	0	0	0	40	23	0
	7570	12	NOV	09:00	39750	8673	0	0	0	0	40	23	0
	7571	12	NOV	10:00	39750	9087	0	0	0	0	40	23	0
	7572	12	NOV	11:00	39750	10542	0	0	0	0	40	23	0
	7573	12	NOV	12:00	39750	9907	0	0	0	0	40	23	0
	7574	12	NOV	13:00	39750	12835	0	0	0	0	40	23	0
	7575	12	NOV	14:00	39750	14555	0	0	0	0	40	23	0
	7576	12	NOV	15:00	39750	15837	0	0	0	0	40	23	0
	7577	12	NOV	16:00	39750	15593	0	0	0	0	40	23	0
	7578	12	NOV	17:00	39750	15900	0	0	0	0	40	23	0
	7579	12	NOV	18:00	39750	16238	0	0	0	0	40	24	0
	7580	12	NOV	19:00	39750	17926	0	0	0	0	40	24	0
	7581	12	NOV	20:00	39750	15664	0	0	0	0	40	24	0
	7582	12	NOV	21:00	39750	16215	0	0	0	0	40	24	0
	7583	12	NOV	22:00	39750	16322	0	0	0	0	40	24	0
	7584	12	NOV	23:00	39750	13722	0	0	0	0	40	24	0
	7585	13	NOV	00:00	39917	17161	0	0	0	0	40	24	0
	7586	13	NOV	01:00	39917	15648	0	0	0	0	40	24	0
	7587	13	NOV	02:00	39917	15332	0	0	0	0	40	24	0
	7588	13	NOV	03:00	39917	11942	0	0	0	0	40	24	0
	7589	13	NOV	04:00	39917	13868	0	0	0	0	40	24	0
	7590	13	NOV	05:00	39917	14150	0	0	0	0	40	24	0
	7591	13	NOV	06:00	39917	12645	0	0	0	0	40	24	0
	7592	13	NOV	07:00	39917	11700	0	0	0	0	40	24	0
	7593	13	NOV	08:00	39917	12108	0	0	0	0	40	24	0
	7594	13	NOV	09:00	39917	12812	0	0	0	0	40	24	0
	7595	13	NOV	10:00	39917	13258	0	0	0	0	40	24	0
	7596	13	NOV	11:00	39917	14960	0	0	0	0	40	24	0
	7597	13	NOV	12:00	39917	14952	0	0	0	0	40	24	0
	7598	13	NOV	13:00	39917	18356	0	0	0	0	40	24	0
	7599	13	NOV	14:00	39917	17855	0	0	0	0	40	24	0
	7600	13	NOV	15:00	39917	19786	0	0	0	0	40	24	0
	7601	13	NOV	16:00	39917	20347	0	0	0	0	40	24	0
	7602	13	NOV	17:00	39917	21484	0	0	0	0	40	24	0
	7603	13	NOV	18:00	39917	20539	0	0	0	0	40	24	0
	7604	13	NOV	19:00	39917	21031	0	0	0	0	40	24	0
	7605	13	NOV	20:00	39917	21032	0	0	0	0	40	24	0
	7606	13	NOV	21:00	39917	20119	0	0	0	0	40	24	0
	7607	13	NOV	22:00	39917	19260	0	0	0	0	40	24	0
	7608	13	NOV	23:00	39917	18060	0	0	0	0	40	24	0
	7609	14	NOV	00:00	39417	23069	0	0	0	0	39	25	0
	7610	14	NOV	01:00	39417	22070	0	0	0	0	39	25	0
	7611	14	NOV	02:00	39417	17968	0	0	0	0	39	25	0
	7612	14	NOV	03:00	39417	16690	0	0	0	0	39	25	0
	7613	14	NOV	04:00	39417	16003	0	0	0	0	39	25	0
	7614	14	NOV	05:00	39417	17588	0	0	0	0	39	25	0
	7615	14	NOV	06:00	39417	13965	0	0	0	0	39	25	0
	7616	14	NOV	07:00	39417	13597	0	0	0	0	39	25	0
	7617	14	NOV	08:00	39417	15038	0	0	0	0	39	25	0
	7618	14	NOV	09:00	39417	15883	0	0	0	0	39	25	0
	7619	14	NOV	10:00	39417	18533	0	0	0	0	39	25	0
	7620	14	NOV	11:00	39417	16583	0	0	0	0	39	25	0
	7621	14	NOV	12:00	39417	18957	0	0	0	0	39	25	0
	7622	14	NOV	13:00	39417	21205	0	0	0	0	39	25	0
	7623	14	NOV	14:00	39417	19255	0	0	0	0	39	25	0
	7624	14	NOV	15:00	39417	21886	0	0	0	0	39	25	0
	7625	14	NOV	16:00	39417	22673	0	0	0	0	39	25	0
	7626	14	NOV	17:00	39417	24023	0	0	0	0	39	25	0
	7627	14	NOV	18:00	39417	22717	10	0	0	0	39	25	0
	7628	14	NOV	19:00	39417	24139	30	0	0	0	39	25	0
	7629	14	NOV	20:00	39417	23573	56	0	0	0	39	25	0
	7630	14	NOV	21:00	39417	20576	0	0	0	0	39	25	0
	7631	14	NOV	22:00	39417	23870	0	0	0	0	39	25	0
	7632	14	NOV	23:00	39417	22656	0	0	0	0	39	25	0
	7633	15	NOV	00:00	39583	23210	0	0	0	0	40	26	0
	7634	15	NOV	01:00	39583	20848	0	0	0	0	40	26	0
	7635	15	NOV	02:00	39583	18968	0	0	0	0	40	26	0
	7636	15	NOV	03:00	39583	15852	0	0	0	0	40	26	0
	7637	15	NOV	04:00	39583	15190	0	0	0	0	40	26	0
	7638	15	NOV	05:00	39583	14430	0	0	0	0	40	26	0
	7639	15	NOV	06:00	39583	15218	0	0	0	0	40	26	0
	7640	15	NOV	07:00	39583	14443	0	0	0	0	40	26	0
	7641	15	NOV	08:00	39583	16073	0	0	0	0	40	26	0
	7642	15	NOV	09:00	39583	16778	0	0	0	0	40	26	0
	7643	15	NOV	10:00	39583	14916	0	0	0	0	40	26	0
	7644	15	NOV	11:00	39583	15870	0	0	0	0	40	26	0
	7645	15	NOV	12:00	39583	18893	0	0	0	0	40	26	0
	7646	15	NOV	13:00	39583	19830	0	0	0	0	40	26	0
	7647	15	NOV	14:00	39583	21390	0	0	0	0	40	26	0
	7648	15	NOV	15:00	39583	20754	0	0	0	0	40	26	0
	7649	15	NOV	16:00	39583	23805	0	0	0	0	40	26	0
	7650	15	NOV	17:00	39583	22687	0	0	0	0	40	26	0
	7651	15	NOV	18:00	39583	22469	0	0	0	0	40	26	0
	7652	15	NOV	19:00	39583	22777	0	0	0	0	40	26	0
	7653	15	NOV	20:00	39583	23655	0	0	0	0	40	26	0
	7654	15	NOV	21:00	39583	22102	0	0	0	0	40	25	0
	7655	15	NOV	22:00	39583	22838	0	0	0	0	40	25	0
	7656	15	NOV	23:00	39583	22788	0	0	0	0	40	25	0
	7657	16	NOV	00:00	39500	17884	0	0	0	0	40	25	0
	7658	16	NOV	01:00	39500	15963	0	0	0	0	40	25	0
	7659	16	NOV	02:00	39500	14813	0	0	0	0	40	25	0
	7660	16	NOV	03:00	39500	13375	0	0	0	0	40	25	0
	7661	16	NOV	04:00	39500	12122	0	0	0	0	40	25	0
	7662	16	NOV	05:00	39500	11367	0	0	0	0	40	25	0
	7663	16	NOV	06:00	39500	12987	0	0	0	0	40	25	0
	7664	16	NOV	07:00	39500	9745	0	0	0	0	40	25	0
	7665	16	NOV	08:00	39500	12129	0	0	0	0	40	25	0
	7666	16	NOV	09:00	39500	11308	0	0	0	0	40	25	0
	7667	16	NOV	10:00	39500	13334	0	0	0	0	40	25	0
	7668	16	NOV	11:00	39500	13378	0	0	0	0	40	25	0
	7669	16	NOV	12:00	39500	16069	0	0	0	0	40	25	0
	7670	16	NOV	13:00	39500	16506	0	0	0	0	40	25	0
	7671	16	NOV	14:00	39500	18679	0	0	0	0	40	25	0
	7672	16	NOV	15:00	39500	19002	0	0	0	0	40	25	0
	7673	16	NOV	16:00	39500	19321	0	0	0	0	40	25	0
	7674	16	NOV	17:00	39500	19298	0	0	0	0	40	25	0
	7675	16	NOV	18:00	39500	21673	0	0	0	0	40	25	0
	7676	16	NOV	19:00	39500	22966	0	0	0	0	40	25	0
	7677	16	NOV	20:00	39500	21544	0	0	0	0	40	25	0
	7678	16	NOV	21:00	39500	22635	0	0	0	0	40	25	0
	7679	16	NOV	22:00	39500	21713	0	0	0	0	40	25	0
	7680	16	NOV	23:00	39500	20088	0	0	0	0	40	24	0
	7681	17	NOV	00:00	39333	14224	0	0	0	0	39	23	0
	7682	17	NOV	01:00	39333	13874	0	0	0	0	39	23	0
	7683	17	NOV	02:00	39333	11624	0	0	0	0	39	23	0
	7684	17	NOV	03:00	39333	11455	0	0	0	0	39	23	0
	7685	17	NOV	04:00	39333	9695	0	0	0	0	39	23	0
	7686	17	NOV	05:00	39333	8809	0	0	0	0	39	23	0
	7687	17	NOV	06:00	39333	9910	0	0	0	0	39	23	0
	7688	17	NOV	07:00	39333	8455	0	0	0	0	39	23	0
	7689	17	NOV	08:00	39333	9396	0	0	0	0	39	23	0
	7690	17	NOV	09:00	39333	9010	0	0	0	0	39	23	0
	7691	17	NOV	10:00	39333	10291	0	0	0	0	39	23	0
	7692	17	NOV	11:00	39333	11112	0	0	0	0	39	23	0
	7693	17	NOV	12:00	39333	11348	0	0	0	0	39	23	0
	7694	17	NOV	13:00	39333	14341	0	0	0	0	39	23	0
	7695	17	NOV	14:00	39333	13673	0	0	0	0	39	23	0
	7696	17	NOV	15:00	39333	16353	0	0	0	0	39	23	0
	7697	17	NOV	16:00	39333	15995	0	0	0	0	39	23	0
	7698	17	NOV	17:00	39333	18452	0	0	0	0	39	23	0
	7699	17	NOV	18:00	39333	18244	0	0	0	0	39	23	0
	7700	17	NOV	19:00	39333	18541	0	0	0	0	39	23	0
	7701	17	NOV	20:00	39333	16219	0	0	0	0	39	22	0
	7702	17	NOV	21:00	39333	16517	0	0	0	0	39	22	0
	7703	17	NOV	22:00	39333	15590	0	0	0	0	39	22	0
	7704	17	NOV	23:00	39333	15024	0	0	0	0	39	21	0
	7705	18	NOV	00:00	40000	12292	0	0	0	0	40	21	0
	7706	18	NOV	01:00	40000	11533	0	0	0	0	40	20	0
	7707	18	NOV	02:00	40000	9998	0	0	0	0	40	20	0
	7708	18	NOV	03:00	40000	7724	0	0	0	0	40	19	0
	7709	18	NOV	04:00	40000	7282	0	0	0	0	40	19	0
	7710	18	NOV	05:00	40000	5937	0	0	0	0	40	19	0
	7711	18	NOV	06:00	40000	6170	0	0	0	0	40	18	0
	7712	18	NOV	07:00	40000	5867	0	0	0	0	40	18	0
	7713	18	NOV	08:00	40000	6132	0	0	0	0	40	18	0
	7714	18	NOV	09:00	40000	7466	0	0	0	0	40	19	0
	7715	18	NOV	10:00	40000	7674	0	0	0	0	40	19	0
	7716	18	NOV	11:00	40000	8970	0	0	0	0	40	19	0
	7717	18	NOV	12:00	40000	9228	0	0	0	0	40	20	0
	7718	18	NOV	13:00	40000	10968	0	0	0	0	40	20	0
	7719	18	NOV	14:00	40000	10665	0	0	0	0	40	21	0
	7720	18	NOV	15:00	40000	13738	0	0	0	0	40	21	0
	7721	18	NOV	16:00	40000	14194	0	0	0	0	40	21	0
	7722	18	NOV	17:00	40000	15554	0	0	0	0	40	22	0
	7723	18	NOV	18:00	40000	16724	0	0	0	0	40	22	0
	7724	18	NOV	19:00	40000	16871	0	0	0	0	40	22	0
	7725	18	NOV	20:00	40000	16201	0	0	0	0	40	22	0
	7726	18	NOV	21:00	40000	16261	0	0	0	0	40	22	0
	7727	18	NOV	22:00	40000	15513	0	0	0	0	40	22	0
	7728	18	NOV	23:00	40000	14476	0	0	0	0	40	22	0
	7729	19	NOV	00:00	39500	15677	0	0	0	0	39	22	0
	7730	19	NOV	01:00	39500	13141	0	0	0	0	39	22	0
	7731	19	NOV	02:00	39500	12693	0	0	0	0	39	22	0
	7732	19	NOV	03:00	39500	10943	0	0	0	0	39	21	0
	7733	19	NOV	04:00	39500	10279	0	0	0	0	39	20	0
	7734	19	NOV	05:00	39500	9579	0	0	0	0	39	21	0
	7735	19	NOV	06:00	39500	8520	0	0	0	0	39	20	0
	7736	19	NOV	07:00	39500	8241	0	0	0	0	39	20	0
	7737	19	NOV	08:00	39500	10002	0	0	0	0	39	20	0
	7738	19	NOV	09:00	39500	9610	0	0	0	0	39	21	0
	7739	19	NOV	10:00	39500	10848	0	0	0	0	39	21	0
	7740	19	NOV	11:00	39500	12687	0	0	0	0	39	21	0
	7741	19	NOV	12:00	39500	11544	0	0	0	0	39	21	0
	7742	19	NOV	13:00	39500	14414	0	0	0	0	39	22	0
	7743	19	NOV	14:00	39500	15151	0	0	0	0	39	22	0
	7744	19	NOV	15:00	39500	17041	0	0	0	0	39	22	0
