system	set of areas	va	hourly
	VARIABLES	BEGIN	END
	44	1	8736

system	hourly				OV. COST	OP. COST	MRG. PRICE	CO2 EMIS.	NH3 EMIS.	SO2 EMIS.	NOX EMIS.	PM2_5 EMIS.	PM5 EMIS.	PM10 EMIS.	NMVOC EMIS.	OP1 EMIS.	OP2 EMIS.	OP3 EMIS.	OP4 EMIS.	OP5 EMIS.	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	H. ROR	WIND	SOLAR	H. STOR	H. PUMP	H. LEV	H. INFL	H. OVFL	H. VAL	H. COST	UNSP. ENRG	SPIL. ENRG	LOLD	LOLP	NPCAP HOURS	AVL DTG	DTG MRG	MAX MRG	NP COST	RES LOAD	NODU	GAS_TH_PROD	OIL_TH_PROD
					Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	MWh	%	Euro/MWh	Euro	MWh	MWh	Hours	%	Hours	MWh	MWh	MWh	Euro	MWh	 	MWh	MWh
	index	day	month	hour																																												
	1450	02	MAR	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8220	0	3864	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4356	0	0	0
	1451	02	MAR	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8099	0	5243	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2856	0	0	0
	1452	02	MAR	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8032	0	5871	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2161	0	0	0
	1453	02	MAR	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7888	0	4556	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3332	0	0	0
	1454	02	MAR	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7708	0	6780	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	928	0	0	0
	1455	02	MAR	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7687	0	6134	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1553	0	0	0
	1456	02	MAR	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8058	0	6016	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2042	0	0	0
	1457	02	MAR	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8366	0	5834	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2532	0	0	0
	1458	02	MAR	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8272	0	6672	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1600	0	0	0
	1459	02	MAR	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7916	0	6929	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	987	0	0	0
	1460	02	MAR	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7496	0	6565	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	931	0	0	0
	1461	02	MAR	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7516	0	5820	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1696	0	0	0
	1462	02	MAR	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7383	0	5037	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2346	0	0	0
	1463	02	MAR	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7246	0	5148	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2098	0	0	0
	1464	02	MAR	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7164	0	6140	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1024	0	0	0
	1465	03	MAR	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7058	0	5798	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1260	0	0	0
	1466	03	MAR	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6888	0	5406	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1482	0	0	0
	1467	03	MAR	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6752	0	5178	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1574	0	0	0
	1468	03	MAR	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6785	0	4727	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2058	0	0	0
	1469	03	MAR	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6904	0	5241	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1663	0	0	0
	1470	03	MAR	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7116	0	4479	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2637	0	0	0
	1471	03	MAR	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7368	0	4946	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2422	0	0	0
	1472	03	MAR	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7356	0	5615	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1741	0	0	0
	1473	03	MAR	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7352	0	5554	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1798	0	0	0
	1474	03	MAR	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7317	0	5233	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2084	0	0	0
	1475	03	MAR	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7361	0	4730	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2631	0	0	0
	1476	03	MAR	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7218	0	6766	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	452	0	0	0
	1477	03	MAR	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7181	0	7566	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-385	0	0	0
	1478	03	MAR	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7036	0	5698	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1338	0	0	0
	1479	03	MAR	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7016	0	4951	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2065	0	0	0
	1480	03	MAR	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7301	0	2111	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5190	0	0	0
	1481	03	MAR	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7482	0	1785	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5697	0	0	0
	1482	03	MAR	17:00	73850	73850	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7472	0	295	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2023	2023	0	7177	3	1477	0
	1483	03	MAR	18:00	74250	74250	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7215	0	30	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2015	2015	0	7185	3	1485	0
	1484	03	MAR	19:00	57700	57700	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7121	0	267	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2346	2346	0	6854	3	1154	0
	1485	03	MAR	20:00	74650	74650	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7259	0	66	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2007	2007	0	7193	3	1493	0
	1486	03	MAR	21:00	69850	69850	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7225	0	128	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2103	2103	0	7097	3	1397	0
	1487	03	MAR	22:00	13550	13550	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6985	0	1014	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3229	3229	0	5971	1	271	0
	1488	03	MAR	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6954	0	1901	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5053	0	0	0
	1489	04	MAR	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6851	0	1340	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5511	0	0	0
	1490	04	MAR	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6681	0	1210	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5471	0	0	0
	1491	04	MAR	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6529	0	1937	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4592	0	0	0
	1492	04	MAR	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6502	0	2441	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4061	0	0	0
	1493	04	MAR	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6520	0	1516	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5004	0	0	0
	1494	04	MAR	05:00	19750	19750	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6611	0	516	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2405	2405	0	6095	1	395	0
	1495	04	MAR	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6745	0	1089	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5656	0	0	0
	1496	04	MAR	07:00	17060	17060	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7042	0	1241	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2459	2459	0	5801	1	341	0
	1497	04	MAR	08:00	34550	34550	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7126	0	1435	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2109	2109	0	5691	2	691	0
	1498	04	MAR	09:00	55750	55750	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7176	0	1061	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1685	1685	0	6115	3	1115	0
	1499	04	MAR	10:00	44250	44250	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7238	0	1353	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1915	1915	0	5885	2	885	0
	1500	04	MAR	11:00	24700	24700	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7101	0	1607	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2306	2306	0	5494	1	494	0
	1501	04	MAR	12:00	24750	24750	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6786	0	1291	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2305	2305	0	5495	1	495	0
	1502	04	MAR	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6553	0	2110	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4443	0	0	0
	1503	04	MAR	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6645	0	2971	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3674	0	0	0
	1504	04	MAR	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6934	0	1929	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5005	0	0	0
	1505	04	MAR	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7225	0	3381	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3844	0	0	0
	1506	04	MAR	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7347	0	3428	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3919	0	0	0
	1507	04	MAR	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7296	0	4161	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3135	0	0	0
	1508	04	MAR	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7097	0	5200	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	1897	0	0	0
	1509	04	MAR	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7095	0	4284	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2811	0	0	0
	1510	04	MAR	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7024	0	4434	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2590	0	0	0
	1511	04	MAR	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6873	0	4571	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2302	0	0	0
	1512	04	MAR	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6869	0	5509	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	1360	0	0	0
	1513	05	MAR	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6832	0	4560	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2272	0	0	0
	1514	05	MAR	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6635	0	3550	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3085	0	0	0
	1515	05	MAR	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6586	0	3505	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3081	0	0	0
	1516	05	MAR	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6851	0	3102	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3749	0	0	0
	1517	05	MAR	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7212	0	2708	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4504	0	0	0
	1518	05	MAR	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7875	0	2983	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4892	0	0	0
	1519	05	MAR	06:00	17150	17150	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8097	0	2054	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2457	2457	0	6043	1	343	0
	1520	05	MAR	07:00	46050	46050	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8137	0	1516	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1879	1879	0	6621	2	921	0
	1521	05	MAR	08:00	91400	91400	0	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8128	0	600	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	972	972	0	7528	4	1828	0
	1522	05	MAR	09:00	126880	126880	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8126	0	90	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	464	464	0	8036	6	2000	336
	1523	05	MAR	10:00	119040	119040	0	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8061	0	123	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	562	562	0	7938	6	2000	238
	1524	05	MAR	11:00	76100	76100	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7995	0	773	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1278	1278	0	7222	4	1522	0
	1525	05	MAR	12:00	68600	68600	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7831	0	759	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1428	1428	0	7072	4	1372	0
	1526	05	MAR	13:00	67900	67900	0	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7630	0	572	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1442	1442	0	7058	4	1358	0
	1527	05	MAR	14:00	45150	45150	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7638	0	1035	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1897	1897	0	6603	4	903	0
	1528	05	MAR	15:00	77230	77230	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8005	0	1367	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1255	1255	0	6638	4	1545	0
	1529	05	MAR	16:00	91850	91850	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8301	0	1464	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	963	963	0	6837	4	1837	0
	1530	05	MAR	17:00	46550	46550	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8184	0	2253	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1869	1869	0	5931	2	931	0
	1531	05	MAR	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830	0	3063	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4767	0	0	0
	1532	05	MAR	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7368	0	3642	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3726	0	0	0
	1533	05	MAR	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7402	0	3587	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3815	0	0	0
	1534	05	MAR	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7279	0	3386	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3893	0	0	0
	1535	05	MAR	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7269	0	2198	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5071	0	0	0
	1536	05	MAR	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7217	0	2089	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5128	0	0	0
	1537	06	MAR	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7170	0	2081	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5089	0	0	0
	1538	06	MAR	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6961	0	1784	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5177	0	0	0
	1539	06	MAR	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6900	0	1307	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5593	0	0	0
	1540	06	MAR	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7121	0	1513	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5608	0	0	0
	1541	06	MAR	04:00	29598	29598	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7433	0	1524	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2208	2208	0	5909	2	592	0
	1542	06	MAR	05:00	46350	46350	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8067	0	2140	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1873	1873	0	5927	2	927	0
	1543	06	MAR	06:00	34550	34550	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8236	0	2545	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2109	2109	0	5691	2	691	0
	1544	06	MAR	07:00	18400	18400	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8193	0	2825	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2432	2432	0	5368	2	368	0
	1545	06	MAR	08:00	68400	68400	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8125	0	1757	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1432	1432	0	6368	3	1368	0
	1546	06	MAR	09:00	46350	46350	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8070	0	2143	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1873	1873	0	5927	2	927	0
	1547	06	MAR	10:00	43700	43700	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7918	0	2044	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	1926	1926	0	5874	2	874	0
	1548	06	MAR	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7818	0	3058	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4760	0	0	0
	1549	06	MAR	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7638	0	3408	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4230	0	0	0
	1550	06	MAR	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7419	0	3873	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3546	0	0	0
	1551	06	MAR	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7386	0	4772	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2614	0	0	0
	1552	06	MAR	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7749	0	4115	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3634	0	0	0
	1553	06	MAR	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8050	0	3066	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4984	0	0	0
	1554	06	MAR	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7919	0	2896	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	5023	0	0	0
	1555	06	MAR	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7587	0	4369	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3218	0	0	0
	1556	06	MAR	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7183	0	4410	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	2773	0	0	0
	1557	06	MAR	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7204	0	3988	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3216	0	0	0
	1558	06	MAR	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7075	0	4008	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3067	0	0	0
	1559	06	MAR	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7063	0	3073	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3990	0	0	0
	1560	06	MAR	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7003	0	3251	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3752	0	0	0
	1561	07	MAR	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6945	0	2599	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4346	0	0	0
	1562	07	MAR	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6729	0	3199	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	3530	0	0	0
	1563	07	MAR	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6663	0	2116	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	4547	0	0	0
	1564	07	MAR	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6879	0	419	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	6460	0	0	0
	1565	07	MAR	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7188	0	946	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2800	2800	0	6242	0	0	0
	1566	07	MAR	05:00	20650	20650	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7831	0	718	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2800	2387	2387	0	7113	1	413	0
