system	set of areas	va	hourly
	VARIABLES	BEGIN	END
	44	1	8736

system	hourly				OV. COST	OP. COST	MRG. PRICE	CO2 EMIS.	NH3 EMIS.	SO2 EMIS.	NOX EMIS.	PM2_5 EMIS.	PM5 EMIS.	PM10 EMIS.	NMVOC EMIS.	OP1 EMIS.	OP2 EMIS.	OP3 EMIS.	OP4 EMIS.	OP5 EMIS.	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	H. ROR	WIND	SOLAR	H. STOR	H. PUMP	H. LEV	H. INFL	H. OVFL	H. VAL	H. COST	UNSP. ENRG	SPIL. ENRG	LOLD	LOLP	NPCAP HOURS	AVL DTG	DTG MRG	MAX MRG	NP COST	RES LOAD	NODU	GAS_TH_PROD	OIL_TH_PROD
					Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	MWh	%	Euro/MWh	Euro	MWh	MWh	Hours	%	Hours	MWh	MWh	MWh	Euro	MWh	 	MWh	MWh
	index	day	month	hour																																												
	1	01	JAN	00:00	101000	101000	0	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5993	0	3273	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	1480	1480	0	2720	5	2020	0
	2	01	JAN	01:00	11550	11550	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5794	0	4863	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3269	3269	0	931	1	231	0
	3	01	JAN	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5753	0	5509	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	244	0	0	0
	4	01	JAN	03:00	2950	2950	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6020	0	5261	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3441	3441	0	759	1	59	0
	5	01	JAN	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6397	0	5867	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	530	0	0	0
	6	01	JAN	05:00	20600	20600	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7095	0	6057	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3088	3088	0	1038	1	412	0
	7	01	JAN	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7326	0	7583	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-257	0	0	0
	8	01	JAN	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7383	0	8078	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-695	0	0	0
	9	01	JAN	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7407	0	8349	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-942	0	0	0
	10	01	JAN	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7450	0	8958	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1508	0	0	0
	11	01	JAN	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7426	0	8660	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1234	0	0	0
	12	01	JAN	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7392	0	8536	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1144	0	0	0
	13	01	JAN	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7273	0	8207	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-934	0	0	0
	14	01	JAN	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7122	0	7838	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-716	0	0	0
	15	01	JAN	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7142	0	8405	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1263	0	0	0
	16	01	JAN	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7519	0	8270	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-751	0	0	0
	17	01	JAN	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7804	0	7826	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-22	0	0	0
	18	01	JAN	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7724	0	7801	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-77	0	0	0
	19	01	JAN	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7356	0	7833	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-477	0	0	0
	20	01	JAN	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6884	0	6334	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	550	0	0	0
	21	01	JAN	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6910	0	5560	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1350	0	0	0
	22	01	JAN	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6790	0	4464	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2326	0	0	0
	23	01	JAN	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6772	0	3903	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2869	0	0	0
	24	01	JAN	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6705	0	5482	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1223	0	0	0
	25	02	JAN	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6642	0	5246	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1396	0	0	0
	26	02	JAN	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6431	0	4601	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1830	0	0	0
	27	02	JAN	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6373	0	3813	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2560	0	0	0
	28	02	JAN	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6594	0	2460	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4134	0	0	0
	29	02	JAN	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6914	0	2843	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4071	0	0	0
	30	02	JAN	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7571	0	2803	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4768	0	0	0
	31	02	JAN	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7746	0	2608	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5138	0	0	0
	32	02	JAN	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7717	0	2300	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5417	0	0	0
	33	02	JAN	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7673	0	1807	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5866	0	0	0
	34	02	JAN	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7653	0	2056	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5597	0	0	0
	35	02	JAN	10:00	3750	3750	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7536	0	761	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3425	3425	0	6775	1	75	0
	36	02	JAN	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7467	0	1056	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	6411	0	0	0
	37	02	JAN	12:00	25750	25750	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7326	0	111	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2985	2985	0	7215	2	515	0
	38	02	JAN	13:00	13000	13000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7150	0	190	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3240	3240	0	6960	2	260	0
	39	02	JAN	14:00	11800	11800	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7140	0	204	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3264	3264	0	6936	2	236	0
	40	02	JAN	15:00	39300	39300	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7522	0	36	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2714	2714	0	7486	2	786	0
	41	02	JAN	16:00	49300	49300	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830	0	144	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2514	2514	0	7686	2	986	0
	42	02	JAN	17:00	32650	32650	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7742	0	389	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2847	2847	0	7353	2	653	0
	43	02	JAN	18:00	14400	14400	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7381	0	393	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3212	3212	0	6988	1	288	0
	44	02	JAN	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6961	0	1584	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5377	0	0	0
	45	02	JAN	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6982	0	2497	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4485	0	0	0
	46	02	JAN	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6859	0	3201	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3658	0	0	0
	47	02	JAN	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6845	0	4484	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2361	0	0	0
	48	02	JAN	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6785	0	3423	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3362	0	0	0
	49	03	JAN	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6731	0	2348	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4383	0	0	0
	50	03	JAN	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6526	0	2908	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3618	0	0	0
	51	03	JAN	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6474	0	5144	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	1330	0	0	0
	52	03	JAN	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6701	0	3287	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3414	0	0	0
	53	03	JAN	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7024	0	2918	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4106	0	0	0
	54	03	JAN	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7684	0	4109	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3575	0	0	0
	55	03	JAN	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7871	0	2093	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	5778	0	0	0
	56	03	JAN	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7849	0	2850	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4999	0	0	0
	57	03	JAN	08:00	7750	7750	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7811	0	956	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	2845	2845	0	6855	1	155	0
	58	03	JAN	09:00	45950	45950	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7794	0	175	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	2081	2081	0	7619	2	919	0
	59	03	JAN	10:00	30550	30550	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7680	0	369	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	2389	2389	0	7311	2	611	0
	60	03	JAN	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7609	0	1366	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	6243	0	0	0
	61	03	JAN	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7462	0	1890	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	5572	0	0	0
	62	03	JAN	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7284	0	3004	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4280	0	0	0
	63	03	JAN	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7270	0	3304	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3966	0	0	0
	64	03	JAN	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7652	0	3561	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4091	0	0	0
	65	03	JAN	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7958	0	2764	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	5194	0	0	0
	66	03	JAN	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7871	0	1764	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	6107	0	0	0
	67	03	JAN	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7509	0	2328	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	5181	0	0	0
	68	03	JAN	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7091	0	4052	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3039	0	0	0
	69	03	JAN	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7111	0	3289	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3822	0	0	0
	70	03	JAN	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6985	0	2712	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4273	0	0	0
	71	03	JAN	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6975	0	3395	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3580	0	0	0
	72	03	JAN	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6917	0	4050	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	2867	0	0	0
	73	04	JAN	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6869	0	4717	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	2152	0	0	0
	74	04	JAN	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6666	0	5311	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	1355	0	0	0
	75	04	JAN	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6618	0	3655	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	2963	0	0	0
	76	04	JAN	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6844	0	2512	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	4332	0	0	0
	77	04	JAN	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7166	0	3198	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3968	0	0	0
	78	04	JAN	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7820	0	5405	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	2415	0	0	0
	79	04	JAN	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8005	0	4675	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3330	0	0	0
	80	04	JAN	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7982	0	4315	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3667	0	0	0
	81	04	JAN	08:00	26650	26650	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7936	0	1703	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	2467	2467	0	6233	2	533	0
	82	04	JAN	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7907	0	4740	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	3167	0	0	0
	83	04	JAN	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7782	0	5201	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	2581	0	0	0
	84	04	JAN	11:00	38000	38000	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7705	0	3245	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	2240	2240	0	4460	2	760	0
	85	04	JAN	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7550	0	6341	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	1209	0	0	0
	86	04	JAN	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7365	0	6810	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	555	0	0	0
	87	04	JAN	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7348	0	7471	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	-123	0	0	0
	88	04	JAN	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7724	0	7994	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	-270	0	0	0
	89	04	JAN	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8030	0	8085	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	-55	0	0	0
	90	04	JAN	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7934	0	8675	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	-741	0	0	0
	91	04	JAN	18:00	15350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7574	0	8783	0	0	0	N/A	0	N/A	N/A	0	0	31	0	0	0	3000	3000	3031	0	-1209	0	0	0
	92	04	JAN	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7159	0	8267	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	-1108	0	0	0
	93	04	JAN	20:00	216550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7177	0	8789	0	0	0	N/A	0	N/A	N/A	0	0	433	0	0	0	3000	3000	3433	0	-1612	0	0	0
	94	04	JAN	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7049	0	6580	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	469	0	0	0
	95	04	JAN	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7036	0	6623	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	413	0	0	0
	96	04	JAN	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6976	0	5199	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3000	3000	3000	0	1777	0	0	0
	97	05	JAN	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6926	0	5052	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	1874	0	0	0
	98	05	JAN	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6718	0	5579	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	1139	0	0	0
	99	05	JAN	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6663	0	3251	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3412	0	0	0
	100	05	JAN	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6885	0	6750	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	135	0	0	0
	101	05	JAN	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7201	0	7011	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	190	0	0	0
	102	05	JAN	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7851	0	5411	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	2440	0	0	0
	103	05	JAN	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8029	0	4790	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3239	0	0	0
	104	05	JAN	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8003	0	4337	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3666	0	0	0
	105	05	JAN	08:00	8000	8000	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7954	0	4094	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2340	2340	0	3860	1	160	0
	106	05	JAN	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7922	0	2927	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	4995	0	0	0
	107	05	JAN	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7794	0	2583	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	5211	0	0	0
	108	05	JAN	11:00	77560	77560	0	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7715	0	483	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	968	968	0	7232	4	1500	32
	109	05	JAN	12:00	59650	59650	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7560	0	667	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	1307	1307	0	6893	3	1193	0
	110	05	JAN	13:00	20500	20500	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7369	0	1259	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2090	2090	0	6110	1	410	0
	111	05	JAN	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7362	0	4686	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	2676	0	0	0
	112	05	JAN	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7746	0	4163	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3583	0	0	0
	113	05	JAN	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8061	0	5588	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	2473	0	0	0
	114	05	JAN	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7950	0	4359	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3591	0	0	0
	115	05	JAN	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7598	0	4312	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3286	0	0	0
	116	05	JAN	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7188	0	3237	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	3951	0	0	0
	117	05	JAN	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7212	0	4417	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	2795	0	0	0
	118	05	JAN	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7088	0	4112	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2500	2500	2500	0	2976	0	0	0
