0.583	0.962	0.0	1.0	0.059	1.0
0.465	1.161	0.0	1.0	0.046	1.0
0.677	1.995	0.0	1.0	0.049	1.0
0.596	2.281	0.0	1.0	0.05	1.0
0.55	1.918	0.0	1.0	0.067	1.0
0.607	2.628	0.0	1.0	0.05	1.0
0.576	3.243	0.0	1.0	0.065	1.0
0.601	2.344	0.0	1.0	0.059	1.0
0.65	2.423	0.0	1.0	0.053	1.0
0.699	2.295	0.0	1.0	0.059	1.0
0.838	2.014	0.0	1.0	0.061	1.0
0.571	1.361	0.0	1.0	0.054	1.0
