block,component,output,absolute_time_index,block_time_index,scenario_index,value,basis_status
1,gen1,p,18,18,2,4543.000000,Basic
1,gen1,p,19,19,2,5213.000000,Basic
1,gen1,p,20,20,2,5216.000000,Basic
1,gen1,p,21,21,2,4978.000000,Basic
1,gen1,p,22,22,2,4578.000000,Basic
1,gen1,p,23,23,2,4535.000000,Basic
1,gen1,p,24,24,2,4283.000000,Basic
1,gen1,p,25,25,2,4044.000000,Basic
1,gen1,p,26,26,2,3960.000000,Basic
1,gen1,p,27,27,2,3696.000000,Basic
1,gen1,p,28,28,2,3815.000000,Basic
1,gen1,p,29,29,2,3990.000000,Basic
1,gen1,p,30,30,2,4341.000000,Basic
1,gen1,p,31,31,2,4869.000000,Basic
1,gen1,p,32,32,2,5467.000000,Basic
1,gen1,p,33,33,2,5577.000000,Basic
1,gen1,p,34,34,2,5952.000000,Basic
1,gen1,p,35,35,2,5828.000000,Basic
1,gen1,p,36,36,2,5812.000000,Basic
1,gen1,p,37,37,2,5851.000000,Basic
1,gen1,p,38,38,2,5470.000000,Basic
1,gen1,p,39,39,2,5266.000000,Basic
1,gen1,p,40,40,2,5134.000000,Basic
1,gen1,p,41,41,2,5069.000000,Basic
1,gen1,p,42,42,2,5465.000000,Basic
1,gen1,p,43,43,2,5790.000000,Basic
1,gen1,p,44,44,2,5643.000000,Basic
1,gen1,p,45,45,2,5161.000000,Basic
1,gen1,p,46,46,2,5025.000000,Basic
1,gen1,p,47,47,2,5244.000000,Basic
1,gen1,p,48,48,2,5242.000000,Basic
1,gen1,p,49,49,2,4874.000000,Basic
1,gen1,p,50,50,2,4358.000000,Basic
1,gen1,p,51,51,2,4044.000000,Basic
1,gen1,p,52,52,2,3951.000000,Basic
1,gen1,p,53,53,2,3796.000000,Basic
1,gen1,p,54,54,2,4093.000000,Basic
1,gen1,p,55,55,2,4746.000000,Basic
1,gen1,p,56,56,2,5318.000000,Basic
1,gen1,p,57,57,2,5568.000000,Basic
1,gen1,p,58,58,2,5597.000000,Basic
1,gen1,p,59,59,2,5483.000000,Basic
1,gen1,p,60,60,2,5527.000000,Basic
1,gen1,p,61,61,2,5437.000000,Basic
1,gen1,p,62,62,2,4993.000000,Basic
1,gen1,p,63,63,2,4872.000000,Basic
1,gen1,p,64,64,2,4672.000000,Basic
1,gen1,p,65,65,2,4858.000000,Basic
1,gen1,p,66,66,2,5118.000000,Basic
1,gen1,p,67,67,2,5433.000000,Basic
1,gen1,p,68,68,2,5186.000000,Basic
1,gen1,p,69,69,2,4408.000000,Basic
1,gen1,p,70,70,2,4146.000000,Basic
1,gen1,p,71,71,2,4309.000000,Basic
1,gen1,p,72,72,2,4184.000000,Basic
