86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
86	24	0	24
